acousticness;danceability;duration_ms;energy;explicit;liveness;loudness;mode;popularity;tempo;valence;year
0.676;0.551;193200;0.402;0;0.0928;-7.431;1;79;103.313;0.382;2018
0.186;0.736;169999;0.67;1;0.114;-6.702;1;81;130.032;0.845;2018
0.556;0.76;158040;0.479;0;0.0703;-5.574;1;84;89.911;0.913;2018
0.0414;0.665;175755;0.651;1;0.0896;-5.515;1;81;163.935;0.237;2018
0.556;0.921;135090;0.537;1;0.102;-5.723;0;85;128.009;0.711;2018
0.124;0.585;218147;0.52;1;0.131;-6.136;0;85;159.801;0.129;2018
0.145;0.759;268434;0.73;1;0.11;-7.985;0;81;115.007;0.74;2018
0.368;0.901;203267;0.464;1;0.238;-9.789;0;81;109.004;0.638;2018
0.661;0.592;110886;0.457;1;0.146;-6.081;0;84;146.04;0.225;2018
0.0175;0.669;196400;0.574;1;0.146;-6.442;0;83;120.013;0.273;2018
0.883;0.669;121887;0.308;0;0.0984;-10.068;1;84;64.934;0.52;2018
0.259;0.889;180522;0.496;1;0.252;-6.365;0;81;86.003;0.544;2018
0.123;0.785;159382;0.431;0;0.0887;-8.756;0;85;127.085;0.236;2018
0.115;0.594;191840;0.798;1;0.143;-5.244;1;81;142.049;0.381;2018
0.0355;0.963;142273;0.346;1;0.108;-9.309;0;78;119.957;0.562;2018
0.779;0.699;160184;0.304;1;0.137;-11.192;1;83;119.705;0.271;2018
0.331;0.68;231267;0.578;1;0.135;-5.804;1;83;145.038;0.341;2018
0.224;0.764;158421;0.394;1;0.119;-8.559;1;80;92.011;0.471;2018
0.72;0.498;179080;0.235;0;0.144;-16.541;0;84;118.917;0.0895;2018
0.588;0.81;208293;0.353;1;0.102;-9.931;0;79;88.031;0.0727;2018
0.0381;0.742;258475;0.579;1;0.0952;-5.024;1;78;144.994;0.502;2018
0.113;0.566;184154;0.366;0;0.155;-12.808;1;81;129.959;0.237;2018
0.66;0.769;164640;0.479;0;0.0914;-5.339;1;79;96.051;0.803;2018
0.188;0.673;153800;0.649;1;0.122;-8.433;0;78;153.075;0.47;2018
0.191;0.687;214290;0.792;0;0.167;-2.749;1;84;100.015;0.671;2018
0.0802;0.776;186945;0.736;1;0.159;-4.612;1;78;147.946;0.233;2018
0.367;0.52;345133;0.538;1;0.119;-8.109;1;79;141.894;0.177;2018
0.0153;0.581;189487;0.662;1;0.111;-5.239;1;80;93.023;0.434;2018
0.68;0.767;121680;0.538;1;0.192;-6.044;0;77;81.031;0.343;2018
0.111;0.935;145627;0.552;1;0.0952;-9.373;0;78;99.993;0.615;2018
0.0332;0.754;198973;0.449;1;0.552;-9.211;1;83;77.169;0.357;2018
0.0079;0.825;175954;0.572;1;0.113;-6.067;0;78;141.991;0.568;2018
0.619;0.672;174358;0.588;1;0.0992;-9.573;1;80;169.033;0.204;2018
0.0395;0.837;288624;0.636;1;0.342;-7.643;1;78;145.972;0.274;2018
0.193;0.579;190947;0.904;0;0.064;-2.729;1;83;82.014;0.681;2018
0.432;0.675;199506;0.761;0;0.102;-4.469;0;79;119.001;0.428;2018
0.535;0.752;197437;0.505;0;0.104;-7.621;1;83;91.97;0.419;2018
0.0605;0.698;232187;0.633;1;0.0926;-4.946;1;80;96.924;0.552;2018
0.113;0.808;166400;0.617;1;0.734;-9.32;0;77;149.962;0.632;2018
0.0102;0.705;299960;0.712;0;0.1;-6.156;1;81;97.512;0.62;2018
0.0622;0.715;205800;0.639;0;0.157;-5.017;0;77;149.996;0.151;2018
0.0963;0.631;176443;0.709;1;0.376;-4.666;1;76;84.504;0.2;2018
0.171;0.753;184732;0.657;0;0.112;-3.061;1;82;107.01;0.437;2018
0.0521;0.861;228760;0.603;1;0.0924;-5.788;0;79;98.043;0.504;2018
0.17;0.461;228373;0.593;0;0.307;-4.954;1;81;134.17;0.175;2018
0.546;0.75;221440;0.56;1;0.111;-8.094;1;80;140.06;0.459;2018
0.099;0.816;253390;0.726;1;0.372;-3.998;0;81;136.048;0.65;2018
0.0765;0.596;229320;0.552;0;0.104;-10.278;0;76;97.949;0.112;2018
0.0531;0.763;190557;0.628;0;0.114;-5.85;1;80;140.958;0.193;2018
0.0484;0.656;141587;0.542;1;0.126;-7.358;1;76;166.111;0.551;2018
0.74;0.652;169354;0.557;0;0.124;-5.714;0;84;150.073;0.483;2018
0.462;0.699;165000;0.558;1;0.116;-7.622;1;79;79.992;0.493;2018
0.918;0.331;204326;0.235;0;0.137;-7.7;1;82;171.232;0.218;2018
0.00534;0.95;183527;0.59;1;0.11;-6.508;0;78;130.003;0.219;2018
0.443;0.656;222374;0.432;1;0.132;-9.481;0;77;97.022;0.0897;2018
0.297;0.752;201661;0.488;1;0.0936;-7.05;1;82;136.041;0.533;2018
0.0165;0.912;238614;0.412;1;0.104;-8.074;1;78;154.983;0.423;2018
0.8;0.481;227693;0.267;0;0.249;-9.249;1;79;117.64;0.137;2018
0.0169;0.596;203418;0.854;0;0.124;-5.114;0;81;120.274;0.152;2018
0.194;0.729;183907;0.625;1;0.248;-5.266;1;77;146.034;0.261;2018
0.607;0.795;181613;0.178;0;0.623;-11.991;1;81;93.982;0.608;2018
0.371;0.572;215733;0.385;0;0.231;-6.362;1;84;95.799;0.323;2018
0.696;0.821;138507;0.44;0;0.225;-7.378;1;77;96.563;0.822;2018
0.839;0.682;260285;0.173;0;0.0983;-8.749;1;82;112.663;0.236;2018
0.64;0.664;227533;0.667;1;0.0753;-5.941;1;76;180.064;0.381;2018
0.648;0.6;225133;0.535;1;0.162;-7.043;1;77;71.912;0.269;2018
0.0891;0.585;210747;0.909;1;0.119;-6.474;1;77;93.372;0.758;2018
0.073;0.754;121347;0.342;1;0.193;-8.677;0;76;128.981;0.423;2018
0.0739;0.543;231298;0.492;1;0.11;-7.432;1;76;220.099;0.107;2018
0.697;0.553;196373;0.586;1;0.0813;-6.319;1;82;126.684;0.443;2018
0.682;0.494;274693;0.632;0;0.0869;-6.89;1;77;147.873;0.0797;2018
0.407;0.791;179449;0.587;1;0.148;-5.075;0;76;96.057;0.536;2018
0.00947;0.487;270715;0.789;1;0.189;-3.69;1;78;150.007;0.0564;2018
0.04;0.699;205920;0.713;0;0.294;-5.507;0;80;121.993;0.354;2018
0.113;0.822;223000;0.575;1;0.106;-5.95;1;77;100.087;0.616;2018
0.0233;0.602;197547;0.658;1;0.237;-5.934;1;80;145.031;0.268;2018
0.201;0.702;198408;0.708;1;0.118;-5.366;0;78;147.98;0.713;2018
0.104;0.896;196653;0.586;1;0.79;-6.687;0;89;116.971;0.642;2019
0.328;0.685;240051;0.692;1;0.153;-5.122;1;87;159.966;0.578;2019
0.192;0.695;215280;0.762;0;0.0863;-3.497;1;89;120.042;0.553;2019
0.598;0.744;188387;0.619;0;0.231;-9.805;1;87;112.997;0.641;2019
0.122;0.548;174000;0.816;0;0.335;-4.209;1;91;95.39;0.557;2019
0.751;0.501;182161;0.405;0;0.105;-5.679;1;90;109.891;0.446;2019
0.156;0.682;178000;0.683;0;0.273;-6.444;0;84;120.023;0.64;2019
0.0967;0.585;142000;0.471;1;0.115;-9.934;0;86;93.099;0.323;2019
0.0546;0.598;175721;0.427;1;0.21;-8.764;0;87;76.469;0.0605;2019
0.0687;0.474;189323;0.631;1;0.132;-5.884;0;83;180.051;0.425;2019
0.866;0.464;208687;0.473;0;0.109;-10.086;1;86;75.801;0.604;2019
0.208;0.749;226987;0.463;1;0.337;-8.433;1;85;90.028;0.19;2019
0.189;0.769;159715;0.787;1;0.129;-3.909;1;84;126.77;0.836;2019
0.21;0.448;208907;0.838;0;0.131;-5.257;0;88;139.863;0.254;2019
0.392;0.809;180435;0.545;1;0.151;-6.678;1;83;97.008;0.244;2019
0.0522;0.621;163636;0.601;1;0.46;-5.616;0;86;116.735;0.457;2019
0.839;0.567;240133;0.267;0;0.089;-6.502;1;87;110.011;0.0592;2019
0.0237;0.676;207133;0.771;0;0.102;-3.675;1;87;99.048;0.569;2019
0.183;0.878;158571;0.525;0;0.0714;-6.832;1;84;112.022;0.694;2019
0.827;0.552;219573;0.225;0;0.111;-11.501;1;79;138.002;0.67;2019
0.149;0.837;213594;0.364;1;0.271;-11.713;1;81;123.984;0.463;2019
0.902;0.704;245426;0.225;0;0.106;-14.454;0;86;120.006;0.243;2019
0.269;0.831;220487;0.499;1;0.3;-8.442;0;81;97.956;0.511;2019
0.153;0.654;167693;0.63;0;0.111;-4.644;1;84;89.991;0.43;2019
0.328;0.701;194088;0.425;0;0.1;-10.965;1;87;135.128;0.562;2019
0.692;0.824;209438;0.588;0;0.149;-6.4;0;89;98.027;0.513;2019
0.978;0.367;196077;0.111;0;0.0897;-14.084;1;85;82.642;0.198;2019
0.0758;0.745;248431;0.561;1;0.133;-4.869;1;81;77.557;0.449;2019
0.123;0.696;260640;0.454;1;0.155;-6.756;0;82;92.928;0.136;2019
0.256;0.787;237893;0.673;1;0.0904;-4.577;0;86;110.962;0.786;2019
0.212;0.548;216387;0.805;1;0.408;-5.732;1;85;142.094;0.648;2019
0.15;0.772;166560;0.639;1;0.0698;-7.119;1;81;168.112;0.261;2019
0.136;0.829;149547;0.539;1;0.103;-7.359;0;83;99.96;0.388;2019
0.354;0.567;224000;0.515;1;0.078;-10.265;0;82;120.1;0.321;2019
0.592;0.778;178627;0.317;1;0.0881;-10.732;0;86;140.048;0.327;2019
0.0902;0.376;177323;0.43;0;0.0912;-6.585;0;82;77.599;0.129;2019
0.23;0.554;190067;0.498;1;0.795;-8.866;1;80;79.635;0.413;2019
0.837;0.764;189486;0.32;0;0.0822;-7.209;1;88;91.019;0.575;2019
0.11;0.715;173325;0.624;1;0.123;-3.046;0;78;158.087;0.412;2019
0.00531;0.562;244798;0.683;0;0.107;-4.427;1;76;132.003;0.385;2019
0.101;0.831;205427;0.502;1;0.122;-4.045;0;81;100.541;0.101;2019
0.471;0.316;153294;0.63;0;0.205;-5.963;1;84;89.643;0.313;2019
0.132;0.641;278769;0.842;0;0.419;-7.27;1;81;129.98;0.5;2019
0.229;0.717;207320;0.653;1;0.101;-5.634;1;84;106.966;0.412;2019
0.0104;0.802;157712;0.591;1;0.196;-4.895;1;83;139.864;0.309;2019
0.0608;0.876;163320;0.662;1;0.127;-6.482;0;78;75.445;0.844;2019
0.604;0.459;215107;0.575;0;0.0885;-4.858;1;84;111.881;0.183;2019
0.913;0.561;219147;0.0848;0;0.112;-15.099;1;81;102.128;0.206;2019
0.449;0.453;204533;0.538;1;0.19;-8.212;1;80;122.973;0.516;2019
0.24;0.879;163173;0.499;1;0.0967;-6.027;0;80;106.043;0.405;2019
0.0204;0.745;131240;0.642;1;0.0658;-6.257;0;82;179.974;0.226;2019
0.0257;0.628;169397;0.744;1;0.313;-4.718;1;80;119.921;0.277;2019
0.0686;0.674;176547;0.774;0;0.393;-7.567;0;86;112.05;0.33;2019
0.677;0.706;186240;0.358;0;0.107;-8.331;1;76;75.991;0.478;2019
0.0139;0.538;186733;0.863;0;0.0874;-4.483;1;77;77.001;0.637;2019
0.604;0.459;215107;0.575;0;0.0885;-4.858;1;85;111.881;0.183;2019
0.952;0.421;291796;0.131;0;0.109;-18.435;1;81;137.446;0.12;2019
0.223;0.789;166794;0.72;0;0.129;-5.652;0;89;122.031;0.664;2019
0.946;0.736;220492;0.308;0;0.186;-7.83;1;83;111.202;0.361;2019
0.0125;0.794;183290;0.793;0;0.0952;-4.521;0;85;123.941;0.677;2019
0.177;0.83;129882;0.564;1;0.128;-7.822;1;78;85.042;0.107;2019
0.374;0.732;212607;0.463;0;0.194;-6.972;0;84;95.971;0.397;2019
0.388;0.724;233023;0.269;1;0.0808;-15.465;1;79;86.042;0.866;2019
0.533;0.755;157560;0.522;0;0.0685;-4.368;1;82;89.96;0.925;2019
0.107;0.731;177847;0.65;1;0.124;-5.286;1;79;154.968;0.605;2019
0.733;0.605;194853;0.377;0;0.0808;-6.213;1;83;73.877;0.519;2019
0.172;0.635;215381;0.537;1;0.418;-7.895;0;78;125.028;0.383;2019
0.278;0.612;197293;0.57;0;0.0963;-6.642;0;76;77.002;0.334;2019
0.334;0.735;222997;0.369;1;0.126;-9.682;0;79;140.004;0.235;2019
0.0131;0.63;131213;0.63;0;0.142;-6.211;1;79;80.512;0.163;2019
0.885;0.501;228443;0.167;0;0.111;-14.061;1;82;112.275;0.356;2019
0.108;0.657;186223;0.768;0;0.144;-4.628;1;80;75.025;0.759;2019
0.0427;0.842;181027;0.734;0;0.106;-5.065;0;83;137.958;0.952;2019
0.456;0.548;174853;0.653;1;0.103;-3.875;1;81;150.068;0.163;2019
0.0948;0.729;243976;0.603;1;0.113;-6.736;0;76;134.972;0.207;2019
0.152;0.754;242573;0.646;0;0.108;-5.795;1;83;176.089;0.429;2019
0.0513;0.733;159670;0.389;1;0.141;-8.468;0;76;157.878;0.244;2019
0.587;0.572;201084;0.406;1;0.102;-8.624;1;80;119.812;0.265;2019
0.594;0.861;133680;0.647;1;0.114;-7.425;1;78;158.037;0.67;2019
0.295;0.803;200960;0.715;0;0.0574;-3.28;1;87;101.085;0.574;2019
0.0906;0.499;229573;0.8;0;0.147;-2.665;0;78;139.919;0.272;2019
0.0794;0.816;136366;0.582;1;0.0916;-4.141;1;76;160.004;0.542;2019
0.042;0.686;112493;0.541;0;0.0675;-4.993;0;79;120.082;0.724;2019
0.281;0.857;162453;0.427;1;0.108;-8.638;1;80;130.033;0.366;2019
0.113;0.768;144935;0.652;1;0.107;-2.708;0;77;154.187;0.777;2019
0.6;0.61;250534;0.624;1;0.243;-4.773;1;81;176.169;0.244;2019
0.128;0.71;195587;0.49;1;0.0942;-9.832;1;77;74.351;0.621;2019
0.0408;0.907;150115;0.539;1;0.253;-7.782;1;77;124.918;0.664;2019
0.707;0.379;267520;0.219;0;0.118;-11.196;1;77;79.786;0.188;2019
0.174;0.682;192471;0.559;1;0.344;-5.545;1;78;202.015;0.137;2019
0.162;0.677;136568;0.714;1;0.0717;-5.637;1;77;94.956;0.355;2019
0.979;0.509;175961;0.0167;0;0.387;-24.639;1;77;207.97;0.229;2019
0.627;0.649;181891;0.453;1;0.116;-7.28;1;76;99.183;0.431;2019
0.367;0.61;201788;0.725;1;0.154;-5.131;1;77;146.163;0.291;2019
0.443;0.688;205687;0.53;0;0.0995;-5.507;1;81;106.958;0.162;2019
0.221;0.7;140526;0.722;1;0.272;-3.558;0;96;90.989;0.756;2020
0.499;0.436;279204;0.655;1;0.688;-8.37;0;91;121.002;0.412;2020
0.468;0.737;172325;0.802;1;0.0931;-4.771;1;96;144.015;0.682;2020
0.237;0.83;173711;0.585;1;0.248;-6.476;1;94;109.978;0.485;2020
0.19;0.711;123429;0.598;1;0.15;-7.621;0;94;140.175;0.737;2020
0.213;0.662;161385;0.413;1;0.134;-7.357;1;94;93.005;0.467;2020
0.114;0.823;190476;0.586;1;0.193;-6.606;0;91;125.971;0.347;2020
0.218;0.889;174321;0.34;0;0.055;-7.773;0;94;94.009;0.716;2020
0.65;0.709;160000;0.548;1;0.133;-8.493;1;93;83.995;0.543;2020
0.0194;0.935;187541;0.454;1;0.0824;-7.509;1;92;133.073;0.357;2020
0.244;0.761;261493;0.518;1;0.107;-8.871;1;89;133.976;0.522;2020
0.12;0.81;154998;0.511;1;0.0832;-6.924;0;92;151.947;0.837;2020
0.401;0.731;205090;0.573;1;0.113;-10.059;0;95;109.928;0.145;2020
0.0166;0.914;171067;0.732;1;0.107;-6.1;0;88;94.066;0.469;2020
0.00336;0.65;194621;0.613;1;0.267;-6.13;0;88;149.972;0.0804;2020
0.247;0.746;181733;0.69;1;0.101;-7.956;1;91;89.977;0.497;2020
0.00883;0.702;203064;0.825;0;0.0674;-3.787;0;90;102.977;0.915;2020
0.584;0.357;198040;0.425;0;0.322;-7.301;1;91;102.078;0.27;2020
0.833;0.392;214707;0.574;0;0.145;-9.195;1;89;81.112;0.529;2020
0.786;0.642;169266;0.374;0;0.0906;-9.386;1;93;124.099;0.0799;2020
0.256;0.799;195429;0.66;1;0.111;-6.153;0;90;140.04;0.471;2020
0.0663;0.613;158033;0.631;1;0.169;-6.965;1;87;149.992;0.33;2020
0.0187;0.905;190534;0.647;1;0.282;-5.065;0;87;130.97;0.367;2020
0.864;0.631;149297;0.239;1;0.116;-7.071;0;92;79.859;0.0927;2020
0.0172;0.625;205485;0.814;1;0.158;-5.181;1;86;144.991;0.535;2020
0.0563;0.399;210463;0.491;0;0.11;-10.778;0;89;91.066;0.151;2020
0.00473;0.731;139461;0.675;1;0.141;-5.134;0;87;124.939;0.298;2020
0.11;0.794;156498;0.756;1;0.247;-7.16;0;85;123.066;0.775;2020
0.00748;0.819;195906;0.626;1;0.167;-4.574;0;84;143.01;0.415;2020
0.0631;0.904;227478;0.723;1;0.185;-5.224;0;85;145.013;0.835;2020
0.92;0.462;244000;0.24;1;0.113;-12.077;1;85;171.319;0.32;2020
0.0676;0.652;178994;0.383;0;0.0828;-7.076;0;91;145.765;0.549;2020
0.345;0.832;132833;0.534;1;0.165;-7.813;0;84;93.924;0.116;2020
0.0303;0.856;203201;0.618;0;0.0866;-4.892;1;94;81.993;0.391;2020
0.191;0.487;232533;0.65;0;0.0933;-5.195;1;82;151.964;0.456;2020
0.00402;0.957;137984;0.437;1;0.219;-7.882;1;83;130.058;0.616;2020
0.196;0.673;212093;0.704;0;0.0898;-8.056;1;90;86.919;0.372;2020
0.25;0.8;195429;0.658;1;0.111;-6.142;0;88;140.042;0.462;2020
0.0183;0.74;170858;0.516;0;0.0558;-6.233;0;79;139.918;0.698;2020
0.0239;0.849;122587;0.536;1;0.126;-7.307;1;83;141.964;0.308;2020
0.00327;0.856;135960;0.564;1;0.134;-6.295;0;82;77.972;0.483;2020
0.36;0.487;201882;0.534;0;0.1;-5.664;0;87;131.798;0.173;2020
0.084;0.712;193293;0.556;1;0.527;-7.214;0;83;90.494;0.22;2020
0.231;0.647;193839;0.667;1;0.133;-5.563;1;82;172.08;0.704;2020
0.662;0.657;161773;0.54;0;0.123;-7.675;1;81;136.97;0.625;2020
0.00161;0.614;105176;0.937;1;0.103;-7.443;1;85;84.98;0.386;2020
0.731;0.726;173333;0.431;0;0.696;-8.765;0;89;144.026;0.348;2020
0.235;0.834;146523;0.663;1;0.372;-6.143;1;87;121.876;0.774;2020
0.0614;0.928;170233;0.341;1;0.162;-10.196;0;83;129.966;0.745;2020
0.057;0.8;200221;0.56;1;0.134;-4.818;0;87;163.071;0.45;2020
0.487;0.48;213333;0.602;1;0.0848;-6.335;0;87;179.798;0.269;2020
0.0421;0.752;213520;0.658;1;0.0927;-6.297;1;83;151.951;0.387;2020
0.316;0.755;176960;0.578;1;0.25;-8.932;0;85;94.148;0.581;2020
0.157;0.487;181688;0.74;1;0.612;-4.973;1;82;73.779;0.522;2020
0.279;0.505;247080;0.267;1;0.096;-13.763;0;83;143.929;0.439;2020
0.125;0.782;188344;0.559;1;0.385;-7.106;0;85;129.992;0.685;2020
0.00691;0.566;207481;0.716;0;0.37;-5.733;1;91;81.068;0.45;2020
0.212;0.863;178947;0.666;1;0.103;-4.158;0;95;163.908;0.838;2020
0.0417;0.706;242181;0.625;1;0.129;-7.426;1;83;142.948;0.225;2020
0.00981;0.629;167916;0.692;1;0.603;-8.045;1;84;162.948;0.453;2020
0.291;0.701;160212;0.65;1;0.112;-6.313;1;83;90.003;0.647;2020
0.0112;0.746;199054;0.765;0;0.0936;-4.41;0;91;114.044;0.737;2020
0.149;0.783;163798;0.479;1;0.101;-10.646;1;82;176.027;0.533;2020
0.698;0.641;185487;0.324;0;0.328;-5.851;1;90;110.184;0.273;2020
0.207;0.774;162547;0.554;1;0.132;-7.909;1;84;99.034;0.349;2020
0.83;0.512;185320;0.462;1;0.121;-10.491;1;82;112.05;0.353;2020
0.0469;0.727;191406;0.626;0;0.126;-8.415;1;82;86.97;0.322;2020
0.234;0.811;130014;0.637;1;0.118;-4.835;0;90;92.025;0.471;2020
0.131;0.333;172693;0.637;0;0.149;-4.904;0;87;139.898;0.132;2020
0.145;0.808;210800;0.745;1;0.292;-5.26;0;86;165.995;0.829;2020
0.43;0.619;174960;0.589;1;0.378;-6.531;1;83;143.896;0.158;2020
0.199;0.679;202008;0.516;1;0.0965;-6.371;0;82;120.074;0.716;2020
0.135;0.926;181929;0.542;1;0.0877;-5.064;1;81;135.14;0.564;2020
0.868;0.708;156106;0.186;0;0.0779;-8.953;0;84;72.541;0.322;2020
0.0149;0.82;196180;0.592;1;0.121;-7.002;1;80;159.98;0.4;2020
0.232;0.719;126521;0.598;0;0.115;-6.254;1;85;142.592;0.303;2020
0.000407;0.887;210699;0.606;1;0.151;-6.572;1;80;139.995;0.272;2020
0.105;0.766;200482;0.788;0;0.142;-3.128;0;87;179.984;0.609;2020
0.401;0.731;205090;0.573;1;0.113;-10.059;0;91;109.928;0.145;2020
0.418;0.546;215627;0.613;0;0.103;-7.589;0;82;79.015;0.535;2020
0.428;0.457;210123;0.774;0;0.119;-5.201;1;78;203.863;0.59;2020
0.0103;0.781;169333;0.67;0;0.0761;-3.912;0;89;127.99;0.595;2020
0.00162;0.628;185773;0.639;0;0.354;-5.46;1;85;108.045;0.493;2020
0.735;0.575;229840;0.434;0;0.105;-8.193;1;81;145.916;0.348;2020
0.0706;0.676;237735;0.609;1;0.152;-5.831;0;85;142.037;0.508;2020
0.601;0.621;216573;0.882;0;0.132;-5.01;1;78;126.014;0.574;2020
0.0221;0.49;201600;0.618;1;0.259;-5.655;1;84;99.7;0.286;2020
0.114;0.945;168906;0.582;1;0.103;-8.357;0;81;108.025;0.907;2020
0.114;0.825;197760;0.458;1;0.102;-7.47;1;81;145.115;0.161;2020
0.0978;0.724;199758;0.675;1;0.351;-5.267;1;82;160.048;0.325;2020
0.0317;0.883;232065;0.808;1;0.207;-3.158;0;80;119.012;0.805;2020
0.0439;0.877;172185;0.677;1;0.0986;-4.969;0;80;144.941;0.627;2020
0.382;0.546;239667;0.453;0;0.106;-13.04;1;82;104.532;0.74;2020
0.0689;0.632;167903;0.595;0;0.209;-7.644;0;90;124.114;0.435;2020
0.0442;0.762;151705;0.426;1;0.0858;-6.865;1;83;167.827;0.582;2020
0.233;0.716;165978;0.537;1;0.157;-7.648;0;84;129.979;0.28;2020
0.878;0.316;245440;0.361;1;0.0797;-10.381;1;81;74.952;0.221;2020
0.0951;0.466;210773;0.536;0;0.114;-6.227;1;80;75.998;0.377;2020
0.143;0.782;143375;0.51;1;0.115;-5.724;0;83;99.993;0.118;2020
0.0332;0.789;190306;0.711;0;0.0876;-4.248;1;89;112.985;0.753;2020
0.0462;0.584;199907;0.889;0;0.309;-5.941;0;76;126.04;0.464;2011
0.00454;0.622;219720;0.469;0;0.0335;-6.798;0;76;77.019;0.679;2012
0.934;0.447;315427;0.449;0;0.0697;-10.634;1;76;92.468;0.036;2013
0.385;0.659;252227;0.381;0;0.0972;-5.922;0;77;119.844;0.426;2014
0.211;0.491;258267;0.693;0;0.325;-6.487;0;78;90.027;0.412;2015
0.0598;0.647;230333;0.823;0;0.119;-5.231;1;76;99.933;0.396;2015
0.0343;0.776;211786;0.875;0;0.314;-5.535;1;76;111.988;0.849;2015
0.31;0.579;230613;0.736;0;0.198;-3.863;0;79;127.999;0.613;2015
0.247;0.262;252534;0.606;0;0.125;-6.646;1;78;189.857;0.275;2015
0.0242;0.773;246240;0.747;0;0.109;-4.061;1;78;126.014;0.801;2016
0.109;0.501;195707;0.519;0;0.454;-5.88;0;78;133.99;0.168;2016
0.571;0.765;129600;0.327;1;0.0787;-8.029;1;78;74.931;0.292;2016
0.0752;0.725;219320;0.534;1;0.0919;-6.238;1;76;91.974;0.558;2016
0.494;0.666;205280;0.423;0;0.106;-8.012;1;76;129.89;0.154;2016
0.0362;0.672;201240;0.655;0;0.117;-5.021;0;80;134.945;0.556;2017
0.106;0.444;187973;0.819;0;0.107;-4.078;0;82;82.695;0.747;2017
0.0156;0.635;156773;0.87;0;0.118;-4.291;0;76;93;0.912;2017
0.38;0.866;199440;0.813;0;0.0779;-4.063;0;81;121.998;0.969;2017
0.712;0.677;232852;0.401;0;0.116;-8.467;1;77;111.825;0.195;2017
0.804;0.671;211960;0.156;0;0.113;-16.288;1;76;94.08;0.201;2017
0.216;0.75;232253;0.404;0;0.0911;-10.178;0;76;95.045;0.0499;2017
0.00786;0.498;235000;0.598;0;0.111;-6.638;0;80;140.078;0.0573;2017
0.125;0.555;208733;0.662;0;0.111;-4.952;0;79;148.128;0.356;2017
0.259;0.829;80927;0.886;0;0.0559;-1.746;1;76;115.056;0.777;2017
